	cog	ko	ko_name
383	COG2519	K07442	tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]
384	COG3894	K16183	[Co(II) methylated amine-specific corrinoid protein] reductase [EC:1.16.99.1]
385	COG0633	K04755	ferredoxin, 2Fe-2S
386	COG0388	K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
387	COG0515	K08884	serine/threonine protein kinase, bacterial [EC:2.7.11.1]
388	COG3899	K19690	osomolarity two-component system, sensor histidine kinase CHK1 [EC:2.7.13.3]
389	COG1181	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]
390	COG2271	K08177	MFS transporter, OFA family, oxalate/formate antiporter
391	COG1936	K18554	chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
392	COG0322	K03703	excinuclease ABC subunit C
393	COG0075	K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
394	COG3379	K01138	uncharacterized sulfatase [EC:3.1.6.-]
395	COG3307	K18814	putative inorganic carbon (hco3(-)) transporter
396	COG0428	K07238	zinc transporter, ZIP family
397	COG0501	K03799	heat shock protein HtpX [EC:3.4.24.-]
398	COG1408	K07098	uncharacterized protein
399	COG1122	K16786	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
400	COG2920	K23077	dissimilatory sulfite reductase related protein
401	COG1797	K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]
402	COG2221	K00533	ferredoxin hydrogenase large subunit [EC:1.12.7.2]
403	COG0288	K01673	carbonic anhydrase [EC:4.2.1.1]
404	COG0007	K13542	uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
405	COG1648	K02304	precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]
406	COG1164	K08602	oligoendopeptidase F [EC:3.4.24.-]
407	COG0008	K09698	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]
408	COG2234	K19701	aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]
409	COG2766	K07180	serine protein kinase
410	COG2718	K09786	uncharacterized protein
411	COG2719	K06415	stage V sporulation protein R
412	COG1268	K03523	biotin transport system substrate-specific component
413	COG1846	K06075	MarR family transcriptional regulator, transcriptional regulator for hemolysin
414	COG1596	K01991	polysaccharide biosynthesis/export protein
415	COG2812	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
416	COG0718	K09747	nucleoid-associated protein EbfC
417	COG0353	K06187	recombination protein RecR
418	COG1144	K00171	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
419	COG1669	K07075	uncharacterized protein
420	COG0558	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
421	COG1267	K01095	phosphatidylglycerophosphatase A [EC:3.1.3.27]
422	COG1219	K03544	ATP-dependent Clp protease ATP-binding subunit ClpX
423	COG0740	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
424	COG0544	K03545	trigger factor
425	COG4262	K00797	spermidine synthase [EC:2.5.1.16]
426	COG0509	K02437	glycine cleavage system H protein
427	COG0334	K00260	glutamate dehydrogenase [EC:1.4.1.2]
428	COG0491	K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]
429	COG1462	K06214	curli production assembly/transport component CsgG
430	COG2001	K03925	transcriptional regulator MraZ
431	COG0275	K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
432	COG0768	K05515	penicillin-binding protein 2 [EC:3.4.16.4]
433	COG0769	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
434	COG0770	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
435	COG0472	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
436	COG0772	K03588	cell division protein FtsW
437	COG0707	K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
438	COG0773	K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
439	COG0812	K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
440	COG1589	K03589	cell division protein FtsQ
441	COG0849	K03590	cell division protein FtsA
442	COG0206	K03531	cell division protein FtsZ
443	COG3227	K01400	bacillolysin [EC:3.4.24.28]
444	COG0489	K16554	polysaccharide biosynthesis transport protein [EC:2.7.10.3]
445	COG3206	K16554	polysaccharide biosynthesis transport protein [EC:2.7.10.3]
446	COG0392	K07027	glycosyltransferase 2 family protein
447	COG1215	K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
448	COG3394	K03478	chitin disaccharide deacetylase [EC:3.5.1.105]
449	COG1560	K02517	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]
450	COG4637	K07459	putative ATP-dependent endonuclease of the OLD family
451	COG3857	K16899	ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-]
452	COG1074	K16898	ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-]
453	COG2192	K00612	carbamoyltransferase [EC:2.1.3.-]
454	COG0568	K03086	RNA polymerase primary sigma factor
455	COG0524	K00852	ribokinase [EC:2.7.1.15]
456	COG0300	K07124	uncharacterized protein
457	COG4251	K11354	two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]
458	COG2202	K13587	two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
459	COG1127	K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
460	COG0767	K02066	phospholipid/cholesterol/gamma-HCH transport system permease protein
461	COG4775	K07277	outer membrane protein insertion porin family
462	COG0755	K02497	HemX protein
463	COG0775	K01243	adenosylhomocysteine nucleosidase [EC:3.2.2.9]
464	COG2768	K07138	uncharacterized protein
465	COG1509	K01843	lysine 2,3-aminomutase [EC:5.4.3.2]
466	COG0189	K05844	ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]
467	COG5581	K21087	flagellar brake protein
468	COG1695	K10947	PadR family transcriptional regulator, regulatory protein PadR
469	COG3259	K17993	sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5]
470	COG1639	K07181	c-di-GMP phosphodiesterase [EC:3.1.4.52]
471	COG1191	K02405	RNA polymerase sigma factor FliA
472	COG1298	K02400	flagellar biosynthesis protein FlhA
473	COG1377	K02401	flagellar biosynthesis protein FlhB
474	COG1684	K02421	flagellar biosynthesis protein FliR
475	COG3850	K07673	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
476	COG1987	K02420	flagellar biosynthesis protein FliQ
477	COG1338	K02419	flagellar biosynthesis protein FliP
478	COG1315	K09749	uncharacterized protein
479	COG3190	K02418	flagellar protein FliO/FliZ
480	COG1776	K03410	chemotaxis protein CheC
481	COG1886	K02417	flagellar motor switch protein FliN
482	COG1868	K02416	flagellar motor switch protein FliM
483	COG1580	K02415	flagellar protein FliL
484	COG1582	K02385	flagellar protein FlbD
485	COG1749	K02390	flagellar hook protein FlgE
486	COG1843	K02389	flagellar basal-body rod modification protein FlgD
487	COG3334	K02383	flagellar protein FlbB
488	COG1157	K02412	flagellum-specific ATP synthase [EC:7.4.2.8]
489	COG1317	K02411	flagellar assembly protein FliH
490	COG1536	K02410	flagellar motor switch protein FliG
491	COG1766	K02409	flagellar M-ring protein FliF
492	COG1677	K02408	flagellar hook-basal body complex protein FliE
493	COG1558	K02388	flagellar basal-body rod protein FlgC
494	COG1815	K02387	flagellar basal-body rod protein FlgB
495	COG1235	K06167	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]
496	COG4773	K16090	catecholate siderophore receptor
497	COG0495	K01869	leucyl-tRNA synthetase [EC:6.1.1.4]
498	COG0599	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
499	COG0443	K04043	molecular chaperone DnaK
500	COG1285	K07507	putative Mg2+ transporter-C (MgtC) family protein
501	COG4892	K17278	membrane-associated progesterone receptor component
502	COG0861	K05794	tellurite resistance protein TerC
503	COG3324	K06996	uncharacterized protein
504	COG1368	K19005	lipoteichoic acid synthase [EC:2.7.8.20]
505	COG0735	K03711	Fur family transcriptional regulator, ferric uptake regulator
506	COG0284	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
507	COG0461	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]
508	COG0229	K07305	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
509	COG0225	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
510	COG0479	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
511	COG0574	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]
512	COG3848	K22579	rifampicin phosphotransferase [EC:2.7.9.6]
513	COG0730	K07090	uncharacterized protein
514	COG2197	K02479	two-component system, NarL family, response regulator
515	COG0659	K03321	sulfate permease, SulP family
516	COG0471	K14445	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5
517	COG0727	K06940	uncharacterized protein
518	COG1053	K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
519	COG2046	K00958	sulfate adenylyltransferase [EC:2.7.7.4]
520	COG1908	K14127	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]
521	COG1148	K03388	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
522	COG1150	K03390	heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]
523	COG0607	K21147	sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]
524	COG1143	K00338	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
525	COG0839	K00339	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
526	COG0713	K00340	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
527	COG1009	K00341	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
528	COG1008	K00342	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
529	COG2142	K00242	succinate dehydrogenase / fumarate reductase, membrane anchor subunit
530	COG2009	K00241	succinate dehydrogenase / fumarate reductase, cytochrome b subunit
531	COG1838	K01678	fumarate hydratase subunit beta [EC:4.2.1.2]
532	COG0537	K02503	histidine triad (HIT) family protein
533	COG0480	K02355	elongation factor G
534	COG0749	K02335	DNA polymerase I [EC:2.7.7.7]
535	COG1613	K23163	sulfate/thiosulfate transport system substrate-binding protein
536	COG0555	K02046	sulfate/thiosulfate transport system permease protein
537	COG4208	K02047	sulfate/thiosulfate transport system permease protein
538	COG1118	K02045	sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
539	COG1523	K01214	isoamylase [EC:3.2.1.68]
540	COG0370	K04759	ferrous iron transport protein B
541	COG1918	K04758	ferrous iron transport protein A
542	COG1556	K00782	L-lactate dehydrogenase complex protein LldG
543	COG0351	K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
544	COG0611	K00946	thiamine-monophosphate kinase [EC:2.7.4.16]
545	COG0793	K03797	carboxyl-terminal processing protease [EC:3.4.21.102]
546	COG1995	K00097	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
547	COG0494	K01515	ADP-ribose pyrophosphatase [EC:3.6.1.13 3.6.1.-]
548	COG1702	K06217	phosphate starvation-inducible protein PhoH and related proteins
549	COG0319	K07042	probable rRNA maturation factor
550	COG1253	K03699	magnesium and cobalt exporter, CNNM family
551	COG1530	K08300	ribonuclease E [EC:3.1.26.12]
552	COG1533	K03716	spore photoproduct lyase [EC:4.1.99.14]
553	COG0811	K03561	biopolymer transport protein ExbB
554	COG0848	K03559	biopolymer transport protein ExbD
555	COG0863	K07319	adenine-specific DNA-methyltransferase [EC:2.1.1.72]
556	COG0477	K08153	MFS transporter, DHA1 family, multidrug resistance protein
557	COG0652	K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
558	COG4221	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
559	COG1451	K07043	UTP pyrophosphatase [EC:3.6.1.-]
560	COG2814	K08153	MFS transporter, DHA1 family, multidrug resistance protein
561	COG0021	K00615	transketolase [EC:2.2.1.1]
562	COG0166	K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]
563	COG0176	K08314	fructose-6-phosphate aldolase 2 [EC:4.1.2.-]
564	COG1011	K07025	putative hydrolase of the HAD superfamily
565	COG0362	K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
566	COG0364	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
567	COG0363	K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]
568	COG0395	K02026	multiple sugar transport system permease protein
569	COG1974	K01356	repressor LexA [EC:3.4.21.88]
570	COG2177	K09811	cell division transport system permease protein
571	COG2884	K09812	cell division transport system ATP-binding protein
572	COG0669	K00954	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
573	COG2172	K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]
574	COG1366	K04749	anti-sigma B factor antagonist
575	COG3349	K02293	15-cis-phytoene desaturase [EC:1.3.5.5]
576	COG2252	K06901	adenine/guanine/hypoxanthine permease
577	COG3177	K04095	cell filamentation protein
578	COG0379	K03517	quinolinate synthase [EC:2.5.1.72]
579	COG1385	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
580	COG0828	K02970	small subunit ribosomal protein S21
581	COG2220	K03476	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]
582	COG0037	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
583	COG0465	K03798	cell division protease FtsH [EC:3.4.24.-]
584	COG0302	K01495	GTP cyclohydrolase IA [EC:3.5.4.16]
585	COG0294	K00796	dihydropteroate synthase [EC:2.5.1.15]
586	COG0777	K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
587	COG0496	K03787	5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]
588	COG0518	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
589	COG0519	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
590	COG0449	K00820	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
591	COG0683	K01999	branched-chain amino acid transport system substrate-binding protein
592	COG1606	K06864	pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]
593	COG1496	K05810	purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]
594	COG1968	K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]
595	COG2071	K07010	putative glutamine amidotransferase
596	COG1466	K02340	DNA polymerase III subunit delta [EC:2.7.7.7]
597	COG1015	K01839	phosphopentomutase [EC:5.4.2.7]
598	COG4576	K04028	ethanolamine utilization protein EutN
599	COG0127	K02428	KO not found in KEGG
600	COG1104	K04487	cysteine desulfurase [EC:2.8.1.7]
601	COG1696	K19294	alginate O-acetyltransferase complex protein AlgI
602	COG0702	K00329	KO not found in KEGG
603	COG0506	K00318	proline dehydrogenase [EC:1.5.5.2]
604	COG1131	K01990	ABC-2 type transport system ATP-binding protein
605	COG1277	K19341	Cu-processing system permease protein
606	COG3225	K19681	intraflagellar transport protein 52
607	COG1657	K06045	squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]
608	COG1196	K03529	chromosome segregation protein
609	COG1266	K07052	CAAX protease family protein
610	COG2385	K06381	stage II sporulation protein D
611	COG0171	K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
612	COG0313	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
613	COG0682	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]
614	COG1225	K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
615	COG0220	K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
616	COG1597	K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]
617	COG0071	K13993	HSP20 family protein
618	COG0226	K02040	phosphate transport system substrate-binding protein
619	COG0573	K02037	phosphate transport system permease protein
620	COG0581	K02038	phosphate transport system permease protein
621	COG1117	K02036	phosphate transport system ATP-binding protein [EC:7.3.2.1]
622	COG0704	K02039	phosphate transport system protein
623	COG3322	K07814	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]
624	COG3043	K02568	nitrate reductase (cytochrome), electron transfer subunit
625	COG0760	K03769	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
626	COG4380	K21008	polysaccharide biosynthesis protein PelC
627	COG1941	K17994	sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5]
628	COG2327	K16710	colanic acid/amylovoran biosynthesis protein WcaK/AmsJ
629	COG1004	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22]
630	COG5360	K19052	heparan-sulfate lyase [EC:4.2.2.8]
631	COG0726	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]
632	COG3267	K02450	general secretion pathway protein A
633	COG3409	K08640	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
634	COG1331	K06888	uncharacterized protein
635	COG0028	K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
636	COG0853	K01579	aspartate 1-decarboxylase [EC:4.1.1.11]
637	COG0723	K02636	cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]
638	COG1290	K00412	ubiquinol-cytochrome c reductase cytochrome b subunit
639	COG0308	K01256	aminopeptidase N [EC:3.4.11.2]
640	COG0696	K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
641	COG2193	K03594	bacterioferritin [EC:1.16.3.1]
642	COG0344	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
643	COG0240	K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
644	COG0017	K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]
645	COG1254	K01512	acylphosphatase [EC:3.6.1.7]
646	COG0503	K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]
647	COG0577	K05685	macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
648	COG0177	K10773	endonuclease III [EC:4.2.99.18]
649	COG0357	K03501	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
650	COG0445	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme
651	COG0486	K03650	tRNA modification GTPase [EC:3.6.-.-]
652	COG0706	K03217	YidC/Oxa1 family membrane protein insertase
653	COG0759	K08998	uncharacterized protein
654	COG0230	K02914	large subunit ribosomal protein L34
655	COG0593	K02313	chromosomal replication initiator protein
656	COG0592	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]
657	COG2077	K11065	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
658	COG3621	K06900	cGAMP-activated phospholipase [EC:3.1.1.32 3.1.1.-]
659	COG0697	K03298	drug/metabolite transporter, DME family
660	COG0187	K02470	DNA gyrase subunit B [EC:5.6.2.2]
661	COG0482	K00566	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
662	COG0413	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
663	COG0414	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]
664	COG1207	K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
665	COG0799	K09710	ribosome-associated protein
666	COG0018	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]
667	COG0182	K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
668	COG4783	K01423	beta-barrel assembly-enhancing protease [EC:3.4.-.-]
669	COG0020	K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]
670	COG0277	K00104	glycolate oxidase [EC:1.1.3.15]
671	COG2825	K06142	outer membrane protein
672	COG1044	K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
673	COG0774	K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
674	COG0764	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
675	COG1043	K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
676	COG0095	K03800	lipoate---protein ligase [EC:6.3.1.20]
677	COG0743	K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
678	COG0750	K11749	regulator of sigma E protease [EC:3.4.24.-]
679	COG0102	K02871	large subunit ribosomal protein L13
680	COG0103	K02996	small subunit ribosomal protein S9
