Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Marortus luteolus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Marortus;s__Marortus luteolus	g__Marortus	s__Marortus luteolus	RS_GCF_002915595.1	t	aerobe	aerobe	5274
Methanimicrococcus blatticola	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__Methanimicrococcus blatticola	g__Methanimicrococcus	s__Methanimicrococcus blatticola	RS_GCF_004363215.1	t	anaerobe	anaerobe	5271
Joostella marina	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Joostella;s__Joostella marina	g__Joostella	s__Joostella marina	RS_GCF_000260115.1	t	aerobe	aerobe	5270
Pseudoramibacter alactolyticus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Pseudoramibacter;s__Pseudoramibacter alactolyticus	g__Pseudoramibacter	s__Pseudoramibacter alactolyticus	RS_GCF_000185505.1	t	anaerobe	anaerobe	5270
Anaerobutyricum hallii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	g__Anaerobutyricum	s__Anaerobutyricum hallii	RS_GCF_000173975.1	t	anaerobe	anaerobe	5270
Oligella urethralis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oligella;s__Oligella urethralis	g__Oligella	s__Oligella urethralis	RS_GCF_000372065.1	t	aerobe,microaerophile	aerobe	5265
Sulfurimonas autotrophica	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__Sulfurimonas autotrophica	g__Sulfurimonas	s__Sulfurimonas autotrophica	RS_GCF_000147355.1	t	microaerophile	aerobe	5259
Kineococcus aurantiacus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineococcaceae;g__Kineococcus;s__Kineococcus aurantiacus	g__Kineococcus	s__Kineococcus aurantiacus	RS_GCF_013409345.1	t	microaerophile	aerobe	5258
Ketobacter alkanivorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter alkanivorans	g__Ketobacter	s__Ketobacter alkanivorans	RS_GCF_002863865.1	t	aerobe	aerobe	5255
Dinghuibacter silviterrae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Dinghuibacter;s__Dinghuibacter silviterrae	g__Dinghuibacter	s__Dinghuibacter silviterrae	RS_GCF_004366355.1	t	aerobe	aerobe	5248
Anaerospora hongkongensis	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__Thermosinaceae;g__Anaerospora;s__Anaerospora hongkongensis	g__Anaerospora	s__Anaerospora hongkongensis	RS_GCF_004339805.1	t	anaerobe	anaerobe	5245
Stenoxybacter acetivorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Stenoxybacter;s__Stenoxybacter acetivorans	g__Stenoxybacter	s__Stenoxybacter acetivorans	RS_GCF_000745895.1	t	microaerophile	aerobe	5245
Gaetbulibacter saemankumensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gaetbulibacter;s__Gaetbulibacter saemankumensis	g__Gaetbulibacter	s__Gaetbulibacter saemankumensis	RS_GCF_000425645.1	t	aerobe	aerobe	5243
Butyrivibrio fibrisolvens	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio fibrisolvens	g__Butyrivibrio	s__Butyrivibrio fibrisolvens	RS_GCF_900129945.1	t	anaerobe	anaerobe	5240
Coprobacillus cateniformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Coprobacillus;s__Coprobacillus cateniformis	g__Coprobacillus	s__Coprobacillus cateniformis	GB_GCA_001312445.1	t	anaerobe	anaerobe	5229
Rahnella aquatilis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella aquatilis	g__Rahnella	s__Rahnella aquatilis	RS_GCF_000241955.1	t	aerobe	aerobe	5218
Providencia alcalifaciens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia alcalifaciens	g__Providencia	s__Providencia alcalifaciens	RS_GCF_000173415.1	t	aerobe	aerobe	5218
Micrococcus luteus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	g__Micrococcus	s__Micrococcus luteus	RS_GCF_000023205.1	t	aerobe,microaerophile	aerobe	5216
Geothermobacter ehrlichii	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__Geothermobacter;s__Geothermobacter ehrlichii	g__Geothermobacter	s__Geothermobacter ehrlichii	RS_GCF_008124615.1	t	anaerobe	anaerobe	5211
Turicibacter sanguinis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	g__Turicibacter	s__Turicibacter sanguinis	RS_GCF_013046825.1	t	anaerobe	anaerobe	5210
Citricoccus muralis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Citricoccus;s__Citricoccus muralis	g__Citricoccus	s__Citricoccus muralis	RS_GCF_003386075.1	t	aerobe	aerobe	5210
Piscibacillus salipiscarius	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Alkalibacillaceae;g__Piscibacillus;s__Piscibacillus salipiscarius	g__Piscibacillus	s__Piscibacillus salipiscarius	GB_GCA_001311865.1	t	aerobe	aerobe	5205
Arenimonas donghaensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__Arenimonas donghaensis	g__Arenimonas	s__Arenimonas donghaensis	RS_GCF_000743535.1	t	aerobe	aerobe	5204
Salisaeta longa	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salisaeta;s__Salisaeta longa	g__Salisaeta	s__Salisaeta longa	RS_GCF_000419585.1	t	aerobe	aerobe	5203
Tersicoccus phoenicis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Tersicoccus;s__Tersicoccus phoenicis	g__Tersicoccus	s__Tersicoccus phoenicis	RS_GCF_001968835.1	t	aerobe	aerobe	5202
Maledivibacter halophilus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Caminicellaceae;g__Maledivibacter;s__Maledivibacter halophilus	g__Maledivibacter	s__Maledivibacter halophilus	RS_GCF_900167445.1	t	anaerobe	anaerobe	5197
Thermaerobacter marianensis	d__Bacteria;p__Firmicutes_E;c__Thermaerobacteria;o__Thermaerobacterales;f__Thermaerobacteraceae;g__Thermaerobacter;s__Thermaerobacter marianensis	g__Thermaerobacter	s__Thermaerobacter marianensis	RS_GCF_000184705.1	t	obligate aerobe	aerobe	5192
Methanonatronarchaeum thermophilum	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum thermophilum	g__Methanonatronarchaeum	s__Methanonatronarchaeum thermophilum	RS_GCF_002153915.1	t	obligate anaerobe	anaerobe	5191
Melghirimyces algeriensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Melghirimyces;s__Melghirimyces algeriensis	g__Melghirimyces	s__Melghirimyces algeriensis	RS_GCF_900182565.1	t	aerobe	aerobe	5189
Albibacterium bauzanense	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Albibacterium;s__Albibacterium bauzanense	g__Albibacterium	s__Albibacterium bauzanense	RS_GCF_004339765.1	t	aerobe	aerobe	5188
Thermodesulforhabdus norvegica	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Thermodesulforhabdaceae;g__Thermodesulforhabdus;s__Thermodesulforhabdus norvegica	g__Thermodesulforhabdus	s__Thermodesulforhabdus norvegica	RS_GCF_900114975.1	t	anaerobe	anaerobe	5187
Propionispora vibrioides	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__Propionispora;s__Propionispora vibrioides	g__Propionispora	s__Propionispora vibrioides	RS_GCF_900110485.1	t	anaerobe	anaerobe	5185
Xanthomonas campestris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris	g__Xanthomonas	s__Xanthomonas campestris	RS_GCF_000007145.1	t	aerobe	aerobe	5184
Balnearium lithotrophicum	d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Balnearium;s__Balnearium lithotrophicum	g__Balnearium	s__Balnearium lithotrophicum	RS_GCF_900182585.1	t	anaerobe	anaerobe	5179
Acetanaerobacterium elongatum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Acetanaerobacterium;s__Acetanaerobacterium elongatum	g__Acetanaerobacterium	s__Acetanaerobacterium elongatum	RS_GCF_900103835.1	t	anaerobe	anaerobe	5164
Marinimicrobium koreense	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinimicrobium;s__Marinimicrobium koreense	g__Marinimicrobium	s__Marinimicrobium koreense	RS_GCF_003762925.1	t	aerobe	aerobe	5155
Marinitenerispora sediminis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Marinitenerispora;s__Marinitenerispora sediminis	g__Marinitenerispora	s__Marinitenerispora sediminis	RS_GCF_003336425.1	t	aerobe	aerobe	5151
Desulfoprunum benzoelyticum	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfoprunum;s__Desulfoprunum benzoelyticum	g__Desulfoprunum	s__Desulfoprunum benzoelyticum	RS_GCF_014201505.1	t	anaerobe	anaerobe	5149
Methanococcoides methylutens	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens	g__Methanococcoides	s__Methanococcoides methylutens	RS_GCF_000765475.1	t	anaerobe	anaerobe	5146
Collinsella aerofaciens	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	g__Collinsella	s__Collinsella aerofaciens	GB_GCA_010509075.1	t	anaerobe	anaerobe	5145
Methanocella paludicola	d__Archaea;p__Halobacteriota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella;s__Methanocella paludicola	g__Methanocella	s__Methanocella paludicola	RS_GCF_000011005.1	t	anaerobe	anaerobe	5143
Lujinxingia litoralis	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Lujinxingia;s__Lujinxingia litoralis	g__Lujinxingia	s__Lujinxingia litoralis	RS_GCF_003260125.1	t	facultative anaerobe	aerobe	5140
Chthonomonas calidirosea	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas calidirosea	g__Chthonomonas	s__Chthonomonas calidirosea	RS_GCF_000427095.1	t	aerobe	aerobe	5140
Marispirochaeta aestuarii	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__JC444;f__Marispirochaetaceae;g__Marispirochaeta;s__Marispirochaeta aestuarii	g__Marispirochaeta	s__Marispirochaeta aestuarii	RS_GCF_002087085.1	t	obligate anaerobe,anaerobe	anaerobe	5139
Erysipelothrix rhusiopathiae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix;s__Erysipelothrix rhusiopathiae	g__Erysipelothrix	s__Erysipelothrix rhusiopathiae	RS_GCF_900637845.1	t	microaerophile	aerobe	5139
Syntrophobotulus glycolicus	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Syntrophobotulus;s__Syntrophobotulus glycolicus	g__Syntrophobotulus	s__Syntrophobotulus glycolicus	RS_GCF_000190635.1	t	anaerobe	anaerobe	5129
Jongsikchunia kroppenstedtii	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Jongsikchunia;s__Jongsikchunia kroppenstedtii	g__Jongsikchunia	s__Jongsikchunia kroppenstedtii	RS_GCF_000380485.1	t	aerobe	aerobe	5126
Gordonibacter pamelaeae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	g__Gordonibacter	s__Gordonibacter pamelaeae	RS_GCF_000210055.1	t	anaerobe	anaerobe	5111
Symbiobacterium thermophilum	d__Bacteria;p__Firmicutes_E;c__Symbiobacteriia;o__Symbiobacteriales;f__Symbiobacteriaceae;g__Symbiobacterium;s__Symbiobacterium thermophilum	g__Symbiobacterium	s__Symbiobacterium thermophilum	RS_GCF_000009905.1	t	anaerobe	anaerobe	5110
Cloacibacillus evryensis	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus evryensis	g__Cloacibacillus	s__Cloacibacillus evryensis	RS_GCF_000585335.1	t	anaerobe	anaerobe	5107
Aminobacterium colombiense	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminobacterium;s__Aminobacterium colombiense	g__Aminobacterium	s__Aminobacterium colombiense	RS_GCF_000025885.1	t	anaerobe	anaerobe	5100
Helcobacillus massiliensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Helcobacillus;s__Helcobacillus massiliensis	g__Helcobacillus	s__Helcobacillus massiliensis	RS_GCF_014191425.1	t	aerobe	aerobe	5081
Chloroflexus aurantiacus	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus aurantiacus	g__Chloroflexus	s__Chloroflexus aurantiacus	RS_GCF_000018865.1	t	anaerobe	anaerobe	5080
Sphingobium yanoikuyae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium yanoikuyae	g__Sphingobium	s__Sphingobium yanoikuyae	RS_GCF_000315525.1	t	aerobe	aerobe	5076
Dichelobacter nodosus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Dichelobacter;s__Dichelobacter nodosus	g__Dichelobacter	s__Dichelobacter nodosus	RS_GCF_001263335.1	t	anaerobe	anaerobe	5065
Alkalibaculum bacchi	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__Alkalibaculum;s__Alkalibaculum bacchi	g__Alkalibaculum	s__Alkalibaculum bacchi	RS_GCF_003317055.1	t	anaerobe	anaerobe	5064
Pradoshia eiseniae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Pradoshia;s__Pradoshia eiseniae	g__Pradoshia	s__Pradoshia eiseniae	RS_GCF_002946355.1	t	facultative anaerobe	aerobe	5060
Luteitalea pratensis	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Luteitalea;s__Luteitalea pratensis	g__Luteitalea	s__Luteitalea pratensis	RS_GCF_001618865.1	t	aerobe	aerobe	5054
Rhodophyticola porphyridii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodophyticola;s__Rhodophyticola porphyridii	g__Rhodophyticola	s__Rhodophyticola porphyridii	RS_GCF_003688285.1	t	aerobe	aerobe	5050
Ochrobactrum anthropi	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Ochrobactrum;s__Ochrobactrum anthropi	g__Ochrobactrum	s__Ochrobactrum anthropi	RS_GCF_000017405.1	t	aerobe,obligate aerobe	aerobe	5045
Methanomassiliicoccus luminyensis	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus luminyensis	g__Methanomassiliicoccus	s__Methanomassiliicoccus luminyensis	RS_GCF_000308215.1	t	anaerobe	anaerobe	5045
Acidisphaera rubrifaciens	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisphaera;s__Acidisphaera rubrifaciens	g__Acidisphaera	s__Acidisphaera rubrifaciens	RS_GCF_000964365.1	t	aerobe	aerobe	5045
Mongoliibacter ruber	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Mongoliibacter;s__Mongoliibacter ruber	g__Mongoliibacter	s__Mongoliibacter ruber	RS_GCF_003003005.1	t	obligate aerobe	aerobe	5044
Convivina intestini	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Convivina;s__Convivina intestini	g__Convivina	s__Convivina intestini	RS_GCF_003096575.1	t	microaerophile	aerobe	5040
Azorhizobium caulinodans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Azorhizobium;s__Azorhizobium caulinodans	g__Azorhizobium	s__Azorhizobium caulinodans	RS_GCF_000010525.1	t	aerobe	aerobe	5038
Kineobactrum sediminis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Kineobactrum;s__Kineobactrum sediminis	g__Kineobactrum	s__Kineobactrum sediminis	RS_GCF_002868715.1	t	obligate aerobe	aerobe	5034
Desulfitibacter alkalitolerans	d__Bacteria;p__Firmicutes_B;c__Moorellia;o__Desulfitibacterales;f__Desulfitibacteraceae;g__Desulfitibacter;s__Desulfitibacter alkalitolerans	g__Desulfitibacter	s__Desulfitibacter alkalitolerans	RS_GCF_000620305.1	t	anaerobe	anaerobe	5028
Duganella zoogloeoides	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__Duganella zoogloeoides	g__Duganella	s__Duganella zoogloeoides	GB_GCA_000383895.1	t	aerobe	aerobe	5028
Thermosporothrix hazakensis	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Thermosporothrix;s__Thermosporothrix hazakensis	g__Thermosporothrix	s__Thermosporothrix hazakensis	RS_GCF_003253565.1	t	aerobe	aerobe	5024
Weeksella virosa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Weeksella;s__Weeksella virosa	g__Weeksella	s__Weeksella virosa	RS_GCF_000189415.1	t	obligate aerobe,microaerophile	aerobe	5023
Jatrophihabitans endophyticus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__Jatrophihabitans endophyticus	g__Jatrophihabitans	s__Jatrophihabitans endophyticus	RS_GCF_900129455.1	t	aerobe	aerobe	5021
Chryseobacterium gleum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium gleum	g__Chryseobacterium	s__Chryseobacterium gleum	RS_GCF_900636535.1	t	aerobe	aerobe	5020
Lachnoanaerobaculum umeaense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum umeaense	g__Lachnoanaerobaculum	s__Lachnoanaerobaculum umeaense	RS_GCF_003589745.1	t	anaerobe	anaerobe	5019
Silvanigrella aquatica	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella;s__Silvanigrella aquatica	g__Silvanigrella	s__Silvanigrella aquatica	RS_GCF_001907975.1	t	aerobe	aerobe	5014
Lactonifactor longoviformis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor;s__Lactonifactor longoviformis	g__Lactonifactor	s__Lactonifactor longoviformis	RS_GCF_900129135.1	t	anaerobe	anaerobe	5009
Carboxydothermus hydrogenoformans	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Carboxydothermales;f__Carboxydothermaceae;g__Carboxydothermus;s__Carboxydothermus hydrogenoformans	g__Carboxydothermus	s__Carboxydothermus hydrogenoformans	RS_GCF_000012865.1	t	anaerobe	anaerobe	5007
Hydrogenivirga caldilitoris	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__Hydrogenivirga caldilitoris	g__Hydrogenivirga	s__Hydrogenivirga caldilitoris	RS_GCF_003664005.1	t	anaerobe	anaerobe	5006
Ardenticatena maritima	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena;s__Ardenticatena maritima	g__Ardenticatena	s__Ardenticatena maritima	RS_GCF_001306175.1	t	aerobe,facultative aerobe	aerobe	5004
Methanosphaera stadtmanae	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	g__Methanosphaera	s__Methanosphaera stadtmanae	RS_GCF_000012545.1	t	anaerobe	anaerobe	4995
Rhodomicrobium vannielii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__Rhodomicrobium vannielii	g__Rhodomicrobium	s__Rhodomicrobium vannielii	RS_GCF_000166055.1	t	anaerobe	anaerobe	4994
Trichococcus flocculiformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus flocculiformis	g__Trichococcus	s__Trichococcus flocculiformis	RS_GCF_900113645.1	t	anaerobe	anaerobe	4986
Seleniivibrio woodruffii	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Denitrovibrionaceae;g__Seleniivibrio;s__Seleniivibrio woodruffii	g__Seleniivibrio	s__Seleniivibrio woodruffii	RS_GCF_004339245.1	t	anaerobe	anaerobe	4981
Phreatobacter oligotrophus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phreatobacteraceae;g__Phreatobacter;s__Phreatobacter oligotrophus	g__Phreatobacter	s__Phreatobacter oligotrophus	RS_GCF_003046185.1	t	aerobe	aerobe	4981
Mucilaginibacter paludis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter paludis	g__Mucilaginibacter	s__Mucilaginibacter paludis	RS_GCF_000166195.2	t	facultative aerobe	aerobe	4975
Litoreibacter albidus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__Litoreibacter albidus	g__Litoreibacter	s__Litoreibacter albidus	RS_GCF_900107015.1	t	aerobe	aerobe	4975
Streptohalobacillus salinus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Streptohalobacillus;s__Streptohalobacillus salinus	g__Streptohalobacillus	s__Streptohalobacillus salinus	RS_GCF_003201605.1	t	microaerophile,facultative anaerobe	aerobe	4973
Thermoflexus hugenholtzii	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus hugenholtzii	g__Thermoflexus	s__Thermoflexus hugenholtzii	RS_GCF_900187885.1	t	microaerophile,facultative anaerobe	aerobe	4970
